,Filename,fn1,f0,fs,iferror,ifmethod,rho,p,r,g,arfunc,automodel,dq,pq,nramp,causality,f0.1,ifquality,ifwinsize,OQ1,OQ2,NAQ,AQ,ClQ,OQa,QOQ,SQ1,SQ2,DH12,PSP,HRF,Unnamed: 31
86,86.mat,86,217.47175225266602,16000,0.070607660209619,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,217.47175225266602,,1.5660625,0.703794439676528,0.655404375230724,0.13288345890810901,0.00058620870243,0.372050813697636,0.285081421103589,0.427481646567611,0.8916621433557691,0.761599091040743,12.98198475862317,0.380157125414123,-1.7183113836127066,
87,87.mat,87,225.1664928030441,16000,0.120235421543389,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,225.1664928030441,,1.404625,,,,,,,,,,12.03586259823669,,-5.557759017876713,
88,88.mat,88,241.01600123734525,16000,0.41647849746570403,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,241.01600123734525,,1.566,,,,,,,,,,9.076260063380175,,-5.945766422959836,
89,89.mat,89,226.56822071160445,16000,0.055518544379397995,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,226.56822071160445,,2.004125,,,,,,,,,,22.085037697992483,,-11.171303015609483,
90,9.mat,9,244.45436848281705,16000,0.12523740372277198,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,244.45436848281705,,2.049875,,,,,,,,,,10.11458332386936,,-2.8326594980258637,
91,90.mat,90,226.72996886216114,16000,0.336604822782955,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,226.72996886216114,,2.1425625,,,,,,,,,,28.636334155871147,,-10.744682382082608,
92,91.mat,91,236.1002977462513,16000,0.39758534788178795,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,236.1002977462513,,1.1279375,,,,,,,,,,11.433891335925296,,-7.556248760488372,
93,92.mat,92,260.81106716363314,16000,1.238627586157812,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,260.81106716363314,,4.1255625,,,,,,,,,,17.732711601902714,,-5.377970970774076,
94,93.mat,93,243.51432163701642,16000,0.288581145518296,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,243.51432163701642,,1.2834375,,,,,,,,,,13.891144563855894,,-6.044091572849867,
95,94.mat,94,234.05277307768026,16000,0.125301353528114,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,234.05277307768026,,1.398875,,,,,,,,,,4.893181711954398,,-1.2672199588172128,
96,95.mat,95,127.63877981302277,16000,0.683329878231985,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,127.63877981302277,,5.862875,0.974687535336579,0.7984434827265879,0.100332764141487,0.0007827642899239999,0.275442374823359,0.20692293477339999,0.38376737311377207,1.8515380311675769,1.6287298753981998,-16.939564615946473,0.330561595522037,21.83281242174706,
97,96.mat,96,241.9176287650692,16000,0.37901590901863896,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,241.9176287650692,,1.4565625,,,,,,,,,,13.422426424794425,,-4.8473572357511445,
98,97.mat,97,247.51912506409963,16000,0.163479207375529,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,247.51912506409963,,1.2833125,,,,,,,,,,15.267795334478793,,-6.390003059637094,
99,98.mat,98,244.62672029682065,16000,0.11526926210302198,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,244.62672029682065,,0.9946875,,,,,,,,,,12.608678257519069,,-7.187561134452182,
